index,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
760,Country Boy IPA,American IPA,12.0 oz.,0.062,80,170,Everybody's Brewing,White Salmon,WA
761,Blonde Czich,American Blonde Ale,16.0 ounce,0.05%,23,26,Evil Czech Brewery,Mishawaka,IN
762,White Reaper,Belgian IPA,16.0 ounce,0.07%,61,26,Evil Czech Brewery,Mishawaka,IN
763,Bobblehead,American Pale Wheat Ale,16.0 oz.,0.051,N/A,26,Evil Czech Brewery,Mishawaka,IN
764,Lucky Dog,American Pale Ale (APA),16.0 oz.,0.052,N/A,26,Evil Czech Brewery,Mishawaka,IN
765,Voodoo,American Porter,16.0 oz,0.048,N/A,26,Evil Czech Brewery,Mishawaka,IN
766,General George Patton Pilsner,Czech Pilsener,16.0 oz,0.054,48,26,Evil Czech Brewery,Mishawaka,IN
767,Nomader Weiss,Berliner Weissbier,12.0 oz,0.04%,N/A,173,Evil Twin Brewing,Brooklyn,NY
768,Molotov Lite,American Double / Imperial IPA,16.0 oz.,0.085,N/A,173,Evil Twin Brewing,Brooklyn,NY
769,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12.0 oz.,0.055,N/A,173,Evil Twin Brewing,Brooklyn,NY
770,Bikini Beer,American IPA,12.0 oz,0.03%,N/A,173,Evil Twin Brewing,Brooklyn,NY
771,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12.0 oz.,0.06%,N/A,173,Evil Twin Brewing,Brooklyn,NY
772,Iron Horse Pale Ale,American Pale Ale (APA),12.0 oz.,0.05,32,335,Fargo Brewing Company,Fargo,ND
773,Stone's Throw IPA,Scottish Ale,12.0 oz.,0.045,19,335,Fargo Brewing Company,Fargo,ND
774,Wood Chipper India Pale Ale,American IPA,12.0 oz,0.067,70,335,Fargo Brewing Company,Fargo,ND
775,Trail Head,American Pale Ale (APA),12.0 oz,0.06%,55,224,Fat Head's Brewery,Middleburg Heights,OH
776,Hop Stalker Fresh Hop IPA,American IPA,16.0 oz.,0.07,80,224,Fat Head's Brewery,Middleburg Heights,OH
777,Sudice American Stout,American Stout,16.0 oz,0.07,58,405,Fate Brewing Company,Boulder,CO
778,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16.0 oz.,0.05%,20,405,Fate Brewing Company,Boulder,CO
779,Norns Roggenbier,Roggenbier,16.0 oz.,0.05,20,405,Fate Brewing Company,Boulder,CO
780,Laimas Kölsch Style Ale,Kölsch,16.0 oz,0.05,20,405,Fate Brewing Company,Boulder CO,
781,Moirai India Pale Ale,American IPA,16.0 ounce,0.07%,70,405,Fate Brewing Company,Boulder,CO
782,Loki Red Ale,American Amber / Red Ale,16.0 ounce,0.08%,53,201,Fearless Brewing Company,Estacada,OR
783,Peaches & Cream,Fruit / Vegetable Beer,16.0 oz.,0.046,N/A,201,Fearless Brewing Company,Estacada,OR
784,Quaff India Style Session Ale,American IPA,16.0 OZ.,0.051,N/A,201,Fearless Brewing Company,Estacada,OR
785,Loki Red Ale (2013),American Amber / Red Ale,16.0 OZ.,0.075,53,201,Fearless Brewing Company,Estacada,OR
786,Mjolnir Imperial IPA,American Double / Imperial IPA,16.0 oz,0.069,N/A,201,Fearless Brewing Company,Estacada,OR
787,Fearless Scottish Ale,Scottish Ale,16.0 ounce,0.05,N/A,201,Fearless Brewing Company,Estacada,OR
788,Mastermind,American Double / Imperial IPA,12.0 oz.,0.081,N/A,172,Fiddlehead Brewing Company,Shelburne,VT
789,Hyzer Flip,American Double / Imperial IPA,16.0 oz.,0.08%,N/A,172,Fiddlehead Brewing Company,Shelburne,VT
790,Second Fiddle,American Double / Imperial IPA,16.0 oz.,0.082,80,172,Fiddlehead Brewing Company,Shelburne,VT
791,Hodad Porter,American Porter,16.0 oz.,0.06%,30,172,Fiddlehead Brewing Company,Shelburne,VT
792,Weiss Weiss Baby,Kristalweizen,12.0 oz.,0.045,N/A,36,Figueroa Mountain Brewing Company,Buellton,CA
793,Czech Yo Self,Czech Pilsener,12.0 oz.,0.06%,45,36,Figueroa Mountain Brewing Company,Buellton,CA
794,FMB 101,Kölsch,12.0 oz.,0.048,20,36,Figueroa Mountain Brewing Company,Buellton CA,
795,Hardcore Chimera,American Double / Imperial IPA,16.0 oz.,0.09%,N/A,256,Finch's Beer Company,Chicago,IL
796,Sobek & Set,American Black Ale,16.0 ounce,0.08,80,256,Finch's Beer Company,Chicago,IL
797,Nuclear Winter,Belgian Strong Dark Ale,16.0 oz.,0.086,N/A,256,Finch's Beer Company,Chicago,IL
798,Wet Hot American Wheat Ale,American Pale Wheat Ale,16.0 ounce,0.05,22,256,Finch's Beer Company,Chicago,IL
799,Secret Stache Stout,American Stout,16.0 oz.,0.05%,N/A,256,Finch's Beer Company,Chicago,IL
800,Fascist Pig Ale,American Amber / Red Ale,16.0 oz. Alumi-Tek,0.08%,72,256,Finch's Beer Company,Chicago,IL
801,Cut Throat Pale Ale,American Pale Ale (APA),16.0 ounce,0.055,N/A,256,Finch's Beer Company,Chicago,IL
802,Threadless IPA,American IPA,16.0 ounce,0.075,N/A,256,Finch's Beer Company,Chicago,IL
803,Cut Throat Pale Ale (2011),American Pale Ale (APA),16.0 oz,0.055,N/A,256,Finch's Beer Company,Chicago,IL
804,Golden Wing Blonde Ale,American Blonde Ale,16.0 oz,0.05%,N/A,256,Finch's Beer Company,Chicago,IL
805,Easy Jack,American IPA,12.0 oz,0.045,47,48,Firestone Walker Brewing Company,Paso Robles,CA
806,Union Jack,American IPA,12.0 oz.,0.075,75,48,Firestone Walker Brewing Company,Paso Robles CA,
807,Pivo Pils,German Pilsener,12.0 oz.,0.053,N/A,48,Firestone Walker Brewing Company,Paso Robles,CA
808,805 Blonde Ale,American Blonde Ale,12.0 oz,0.047,N/A,48,Firestone Walker Brewing Company,Paso Robles,CA
809,805,American Blonde Ale,12.0 oz,0.047,20,48,Firestone Walker Brewing Company,Paso Robles,CA
810,Deflator,Doppelbock,16.0 oz.,0.065,N/A,16,Flat 12 Bierwerks,Indianapolis,IN
811,Hinchtown Hammer Down,American Blonde Ale,16.0 ounce,0.05,27,16,Flat 12 Bierwerks,Indianapolis,IN
812,Half Cycle IPA,American IPA,16.0 ounce,0.06,104,16,Flat 12 Bierwerks,Indianapolis,IN
813,Inclined Plane Ale,American IPA,12.0 ounce,,N/A,532,Flat Rock Brewing Company,Smithton,PA
814,Moped Traveler,American Pale Ale (APA),16.0 oz,0.06%,N/A,54,Flesk Brewing Company,Lombard,IL
815,Snake Dog IPA,American IPA,12.0 ounce,0.07%,60,521,Flying Dog Brewery,Frederick,MD
816,Underdog Atlantic Lager,American Pale Lager,12.0 oz.,0.047,28,521,Flying Dog Brewery,Frederick,MD
817,Flying Mouse 8,American Porter,12.0 oz.,0.04,N/A,50,Flying Mouse Brewery,Troutville,VA
818,Flying Mouse 4,American IPA,12.0 ounce,0.07,70,50,Flying Mouse Brewery,Troutville,VA
819,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12.0 oz. Alumi-Tek,0.078,N/A,279,Foolproof Brewing Company,Pawtucket,RI
820,Backyahd IPA,American IPA,12.0 oz,0.06%,N/A,279,Foolproof Brewing Company,Pawtucket,RI
821,Raincloud Robust Porter,American Porter,12.0 ounce,0.07%,N/A,279,Foolproof Brewing Company,Pawtucket,RI
822,Barstool American Golden Ale,American Blonde Ale,12.0 oz,0.045,N/A,279,Foolproof Brewing Company,Pawtucket,RI
823,What the Butler Saw,Witbier,12.0 oz.,0.05,18,217,Forgotten Boardwalk,Cherry Hill,NJ
824,1916 Shore Shiver,American IPA,12.0 oz.,0.069,65,217,Forgotten Boardwalk,Cherry Hill,NJ
825,Quick WIT,Belgian Pale Ale,12.0 oz.,0.05%,N/A,206,Fort George Brewery,Astoria,OR
826,The Optimist,American IPA,12.0 ounce,0.06%,N/A,206,Fort George Brewery,Astoria,OR
827,Suicide Squeeze IPA,American IPA,16.0 oz.,0.045,N/A,206,Fort George Brewery,Astoria,OR
828,Java the Hop,American IPA,16.0 oz.,0.065,N/A,206,Fort George Brewery,Astoria,OR
829,Next Adventure Black IPA,American Black Ale,16.0 oz.,0.062,N/A,206,Fort George Brewery,Astoria,OR
830,3-Way IPA (2013),American IPA,16.0 ounce,0.067,N/A,206,Fort George Brewery,Astoria,OR
831,Tender Loving Empire NWPA,American Pale Ale (APA),16.0 oz.,0.058,N/A,206,Fort George Brewery,Astoria,OR
832,Quick Wit Belgianesque Ale,Witbier,16.0 oz.,0.052,N/A,206,Fort George Brewery,Astoria,OR
833,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16.0 oz,0.055,N/A,206,Fort George Brewery,Astoria,OR
834,Cavatica Stout,American Double / Imperial Stout,16.0 ounce,0.088,N/A,206,Fort George Brewery,Astoria,OR
835,1811 Lager,American Amber / Red Lager,16.0 oz,0.051,N/A,206,Fort George Brewery,Astoria,OR
836,Vortex IPA,American IPA,16.0 ounce,0.07%,97,206,Fort George Brewery,Astoria,OR
837,Fort Pitt Ale,American Amber / Red Ale,12.0 oz.,,N/A,151,Fort Pitt Brewing Company,Latrobe PA,
838,Park,American Pale Wheat Ale,12.0 oz.,0.05%,19,4,Fort Point Beer Company,San Francisco,CA
839,Westfalia,American Amber / Red Ale,12.0 ounce,0.056,16,4,Fort Point Beer Company,San Francisco,CA
840,KSA,Kölsch,12.0 oz,0.046,17,4,Fort Point Beer Company,San Francisco,CA
841,Villager,American IPA,12.0 oz,0.063,42,4,Fort Point Beer Company,San Francisco,CA
842,Dirty Bastard,Scotch Ale / Wee Heavy,12.0 ounce,0.085,50,15,Founders Brewing Company,Grand Rapids,MI
843,Centennial IPA,American IPA,12.0 oz.,0.072,65,15,Founders Brewing Company,Grand Rapids,MI
844,All Day IPA,American IPA,12.0 oz.,0.047,42,15,Founders Brewing Company,Grand Rapids,MI
845,El Chingon IPA,American IPA,12.0 oz,0.08%,73,287,Four Corners Brewing Company,Dallas,TX
846,Block Party Robust Porter,American Porter,12.0 ounce,0.057,40,287,Four Corners Brewing Company,Dallas,TX
847,Local Buzz,American Blonde Ale,12.0 oz,0.052,20,287,Four Corners Brewing Company,Dallas TX,
848,Feel Like Maplin' Love,Oatmeal Stout,16.0 oz,0.055,N/A,22,Four Fathers Brewing,Valparaiso,IN
849,Father's Beer,Belgian Pale Ale,16.0 ounce,0.05,N/A,22,Four Fathers Brewing,Valparaiso,IN
850,The 26th,American IPA,16.0 oz.,0.06,N/A,22,Four Fathers Brewing,Valparaiso,IN
851,The Gadget,American IPA,16.0 oz. Alumi-Tek,0.064,90,22,Four Fathers Brewing,Valparaiso,IN
852,Leprechaun Lager,American Pale Lager,12.0 oz. Alumi-Tek,0.04%,N/A,348,Four Horsemen Brewing Company,South Bend,IN
853,Sunbru Kölsch,Kölsch,12.0 oz,0.052,17,160,Four Peaks Brewing Company,Tempe,AZ
854,Kilt Lifter Scottish-Style Ale,,12.0 oz,0.06,21,160,Four Peaks Brewing Company,Tempe,AZ
855,Pumpkin Porter,American Porter,12.0 oz.,0.051,N/A,160,Four Peaks Brewing Company,Tempe,AZ
856,Four Peaks Peach Ale,Fruit / Vegetable Beer,12.0 oz.,0.042,9,160,Four Peaks Brewing Company,Tempe,AZ
857,Hop Knot IPA,American IPA,12.0 oz,0.067,47,160,Four Peaks Brewing Company,Tempe,AZ
858,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,12.0 oz.,0.06,21,160,Four Peaks Brewing Company,Tempe,AZ
859,Sunbru Kölsch,Kölsch,12.0 oz,0.052,N/A,160,Four Peaks Brewing Company,Tempe,AZ
860,Four String Vanilla Porter,American Porter,12.0 ounce,0.06,N/A,105,Four String Brewing Company,Columbus,OH
861,Suncaster Summer Wheat,American Pale Wheat Ale,12.0 oz.,0.05%,28,105,Four String Brewing Company,Columbus,OH
862,Brass Knuckle Pale Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.057,36,105,Four String Brewing Company,Columbus,OH
863,Big Star White IPA,American White IPA,12.0 ounce,0.07,70,105,Four String Brewing Company,Columbus,OH
864,Old Detroit,American Amber / Red Ale,12.0 oz.,0.06%,N/A,253,Frankenmuth Brewery,Frankenmuth,MI
865,Batch 69 IPA,American IPA,12.0 oz. Alumi-Tek,0.069,69,253,Frankenmuth Brewery,Frankenmuth MI,
866,Twisted Helles Summer Lager,Munich Helles Lager,12.0 ounce,0.055,18,253,Frankenmuth Brewery,Frankenmuth,MI
867,OktoberFiesta,,12.0 oz. Alumi-Tek,0.053,27,66,Freetail Brewing Company,San Antonio,TX
868,Texicali,American Brown Ale,12.0 oz.,0.07%,33,66,Freetail Brewing Company,San Antonio,TX
869,Pinata Protest,Witbier,12.0 oz.,0.06,N/A,66,Freetail Brewing Company,San Antonio,TX
870,Bat Outta Helles,Munich Helles Lager,12.0 oz.,0.042,20,66,Freetail Brewing Company,San Antonio,TX
871,Original,American Amber / Red Ale,12.0 oz.,0.068,N/A,66,Freetail Brewing Company,San Antonio,TX
872,Rye Wit,Witbier,12.0 ounce,0.042,10,66,Freetail Brewing Company,San Antonio,TX
873,Soul Doubt,American IPA,12.0 oz,0.059,70,66,Freetail Brewing Company,San Antonio,TX
874,Yo Soy Un Berliner,Berliner Weissbier,12.0 ounce,0.044,5,66,Freetail Brewing Company,San Antonio,TX
875,77 Fremont Select Spring Session IPA,American IPA,12.0 ounce,0.04,N/A,460,Fremont Brewing Company,Seattle,WA
876,Fremont Organic Pale Ale,American Pale Ale (APA),12.0 oz,0.045,N/A,460,Fremont Brewing Company,Seattle,WA
877,Abominable Ale,English Strong Ale,12.0 ounce,0.08,N/A,460,Fremont Brewing Company,Seattle,WA
878,Harvest Ale,Saison / Farmhouse Ale,12.0 oz,0.07%,35,460,Fremont Brewing Company,Seattle,WA
879,Fremont Summer Ale,American Pale Ale (APA),12.0 oz,0.065,45,460,Fremont Brewing Company,Seattle,WA
880,Universale Pale Ale,American Pale Ale (APA),12.0 oz.,0.06%,30,460,Fremont Brewing Company,Seattle,WA
881,Interurban IPA,American IPA,12.0 oz,0.07%,80,460,Fremont Brewing Company,Seattle,WA
882,Gateway Kolsch Style Ale,Kölsch,12.0 oz.,0.05%,32,433,French Broad Brewery,Asheville,NC
883,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12.0 oz,0.07%,24,433,French Broad Brewery,Asheville,NC
884,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.05%,42,433,French Broad Brewery,Asheville,NC
885,Salamander Slam,American IPA,16.0 oz. Alumi-Tek,0.07%,73,180,Frog Level Brewing Company,Waynesville,NC
886,Cack-A-Lacky,American Pale Ale (APA),12.0 OZ.,0.05%,N/A,347,Fullsteam Brewery,Durham,NC
887,No Wake IPA,American IPA,12.0 oz.,0.072,50,228,Geneva Lake Brewing Company,Lake Geneva WI,
888,Boathouse Blonde,American Blonde Ale,12.0 ounce,0.049,15,228,Geneva Lake Brewing Company,Lake Geneva,WI
889,Cedar Point,American Amber / Red Ale,12.0 ounce,0.05,26,228,Geneva Lake Brewing Company,Lake Geneva,WI
890,Clean Shave IPA,American IPA,12.0 oz,0.067,70,106,Glabrous Brewing Company,Pineland ME,
891,Might As Well IPL,American Pale Lager,16.0 oz,0.072,75,240,Golden Road Brewing,Los Angeles CA,
892,Saison Pamplemousse,Saison / Farmhouse Ale,12.0 OZ.,0.06%,35,240,Golden Road Brewing,Los Angeles,CA
893,2020 IPA,American IPA,16.0 oz.,0.074,74,240,Golden Road Brewing,Los Angeles,CA
894,Wolf Among Weeds IPA,American IPA,16.0 oz.,0.08,70,240,Golden Road Brewing,Los Angeles,CA
895,Better Weather IPA,American IPA,16.0 oz,0.094,92,240,Golden Road Brewing,Los Angeles,CA
896,Point the Way IPA,American IPA,16.0 oz.,0.06%,60,240,Golden Road Brewing,Los Angeles,CA
897,Golden Road Hefeweizen,Hefeweizen,16.0 ounce,0.046,15,240,Golden Road Brewing,Los Angeles,CA
898,Heal the Bay IPA,American IPA,16.0 oz,0.068,65,240,Golden Road Brewing,Los Angeles CA,
899,Point the Way IPA,American IPA,12.0 oz,0.06%,60,240,Golden Road Brewing,Los Angeles,CA
900,Cabrillo Kölsch,Kölsch,16.0 oz,0.05,N/A,240,Golden Road Brewing,Los Angeles,CA
901,Get Up Offa That Brown,American Brown Ale,16.0 oz.,0.055,20,240,Golden Road Brewing,Los Angeles,CA
902,Burning Bush Smoked IPA,American IPA,16.0 oz.,0.08,70,240,Golden Road Brewing,Los Angeles,CA
903,Wolf Among Weeds IPA (2012),American IPA,16.0 oz.,0.08,70,240,Golden Road Brewing,Los Angeles,CA
904,Point the Way IPA (2012),American IPA,16.0 oz.,0.059,60,240,Golden Road Brewing,Los Angeles,CA
905,Golden Road Hefeweizen (2012),Hefeweizen,16.0 ounce,0.05%,15,240,Golden Road Brewing,Los Angeles,CA
906,Vanilla Porter,American Porter,16.0 ounce,0.07,11,39,Gonzo's BiggDogg Brewing,Kalamazoo,MI
907,Descender IPA,American IPA,12.0 ounce,0.07,70,464,Good Life Brewing Company,Bend,OR
908,Sweet As Pacific Ale,American Pale Wheat Ale,12.0 oz.,0.06,18,464,Good Life Brewing Company,Bend,OR
909,Good People Pale Ale,American Pale Ale (APA),12.0 oz.,0.06%,36,478,Good People Brewing Company,Birmingham,AL
910,Snake Handler Double IPA,American Double / Imperial IPA,12.0 oz,0.093,103,478,Good People Brewing Company,Birmingham,AL
911,Coffee Oatmeal Stout,Oatmeal Stout,12.0 oz.,0.06,54,478,Good People Brewing Company,Birmingham,AL
912,Good People IPA,American IPA,12.0 ounce,0.06,64,478,Good People Brewing Company,Birmingham,AL
913,Good People American Brown Ale,American Brown Ale,12.0 ounce,0.06%,36,478,Good People Brewing Company,Birmingham,AL
914,Mountain Rescue Pale Ale,American Pale Ale (APA),12.0 OZ.,0.055,40,194,Goodlife Brewing Co.,Bend,OR
915,Goose Island India Pale Ale,American IPA,12.0 oz.,0.059,55,196,Goose Island Brewery Company,Chicago,IL
916,312 Urban Pale Ale,American Pale Ale (APA),16.0 oz.,0.054,30,88,Goose Island Brewing Company,Chicago,IL
917,312 Urban Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,30,88,Goose Island Brewing Company,Chicago,IL
918,312 Urban Wheat Ale,American Pale Wheat Ale,16.0 oz,0.04%,18,88,Goose Island Brewing Company,Chicago,IL
919,312 Urban Wheat Ale,American Pale Wheat Ale,12.0 ounce,0.04%,18,88,Goose Island Brewing Company,Chicago IL,
920,312 Urban Wheat Ale (2012),American Pale Wheat Ale,12.0 oz.,0.04%,20,88,Goose Island Brewing Company,Chicago,IL
921,Beaver Logger,American Pale Lager,12.0 ounce,0.05%,19,420,Gore Range Brewery,Edwards,CO
922,White Water Wheat,American Pale Wheat Ale,12.0 oz.,0.05,N/A,536,Grand Canyon Brewing Company,Williams,AZ
923,Grand Canyon American Pilsner,American Pilsner,12.0 oz.,0.05%,N/A,536,Grand Canyon Brewing Company,Williams,AZ
924,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,12.0 oz. Silo Can,0.054,N/A,536,Grand Canyon Brewing Company,Williams,AZ
925,Black Iron India Pale Ale,American IPA,12.0 oz.,,N/A,536,Grand Canyon Brewing Company,Williams,AZ
926,Monarch Classic American Wheat,American Pale Wheat Ale,12.0 oz.,0.043,21,213,Grapevine Craft Brewery,Farmers Branch,TX
927,Sir William's English Brown Ale,English Brown Ale,12.0 oz.,0.049,21,213,Grapevine Craft Brewery,Farmers Branch,TX
928,Lakefire Rye Pale Ale,American Pale Ale (APA),12.0 oz.,0.055,35,213,Grapevine Craft Brewery,Farmers Branch,TX
929,Beer Agent Re-Ignition,American Blonde Ale,16.0 oz.,0.053,22,165,Great Crescent Brewery,Aurora,IN
930,Cherry Ale,Fruit / Vegetable Beer,16.0 OZ.,0.057,18,165,Great Crescent Brewery,Aurora,IN
931,Bourbon Barrel Aged Coconut Porter,American Porter,16.0 oz,0.056,33,165,Great Crescent Brewery,Aurora,IN
932,Great Crescent IPA,American IPA,16.0 oz.,0.062,60,165,Great Crescent Brewery,Aurora,IN
933,Aurora Lager,Dortmunder / Export Lager,16.0 oz,0.057,27,165,Great Crescent Brewery,Aurora,IN
934,Great Crescent Blonde Ale,American Blonde Ale,16.0 oz.,0.053,22,165,Great Crescent Brewery,Aurora,IN
935,Great Crescent Coconut Porter,American Porter,16.0 oz.,0.056,33,165,Great Crescent Brewery,Aurora,IN
936,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,16.0 oz.,0.06%,25,165,Great Crescent Brewery,Aurora,IN
937,Great Crescent Brown Ale,American Brown Ale,16.0 OZ.,0.045,36,165,Great Crescent Brewery,Aurora,IN
938,Cherry Ale (1),Fruit / Vegetable Beer,16.0 oz.,0.057,18,165,Great Crescent Brewery,Aurora,IN
939,Aurora Lager (2011),Dortmunder / Export Lager,16.0 oz.,0.06%,27,165,Great Crescent Brewery,Aurora,IN
940,Frosted Fields Winter Wheat,American Dark Wheat Ale,16.0 oz.,0.06%,25,165,Great Crescent Brewery,Aurora,IN
941,Great Crescent Belgian Style Wit,Witbier,16.0 oz,0.051,13,165,Great Crescent Brewery,Aurora IN,
942,Bourbon's Barrel Stout,American Stout,16.0 oz,0.075,65,165,Great Crescent Brewery,Aurora,IN
943,Great Crescent Stout,English Stout,16.0 oz,0.08,66,165,Great Crescent Brewery,Aurora,IN
944,Great Crescent Coconut Porter (2012),American Porter,16.0 oz.,0.06%,33,165,Great Crescent Brewery,Aurora,IN
945,Great Crescent Dark Lager,Euro Dark Lager,16.0 oz,0.057,23,165,Great Crescent Brewery,Aurora,IN
946,Great Crescent Mild Ale,English Dark Mild Ale,16.0 oz.,0.042,26,165,Great Crescent Brewery,Aurora,IN
947,Great Crescent IPA (2011),American IPA,16.0 oz.,0.06%,60,165,Great Crescent Brewery,Aurora,IN
948,Great Crescent Blonde Ale (2011),American Blonde Ale,16.0 oz,0.05%,22,165,Great Crescent Brewery,Aurora,IN
949,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),12.0 oz,0.05,N/A,6,Great Divide Brewing Company,Denver,CO
950,Hibernation Ale,Old Ale,12.0 oz,0.087,N/A,6,Great Divide Brewing Company,Denver,CO
951,Whitewater,American Pale Wheat Ale,12.0 oz.,0.06%,N/A,6,Great Divide Brewing Company,Denver,CO
952,Rumble,American IPA,12.0 ounce,0.071,N/A,6,Great Divide Brewing Company,Denver,CO
953,Orabelle,Tripel,12.0 oz,0.08%,N/A,6,Great Divide Brewing Company,Denver CO,
954,Lasso,American IPA,12.0 oz.,0.05,N/A,6,Great Divide Brewing Company,Denver,CO
955,Yeti  Imperial Stout,Russian Imperial Stout,12.0 ounce,0.10%,75,6,Great Divide Brewing Company,Denver,CO
956,Colette,Saison / Farmhouse Ale,12.0 OZ.,0.07%,N/A,6,Great Divide Brewing Company,Denver,CO
957,Titan IPA,American IPA,12.0 oz.,0.071,N/A,6,Great Divide Brewing Company,Denver,CO
958,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,24.0 oz.,0.05%,15,543,Great Northern Brewing Company,Whitefish,MT
959,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,12.0 ounce,0.045,15,543,Great Northern Brewing Company,Whitefish,MT
960,Commotion APA,American Pale Ale (APA),12.0 ounce,0.052,49,269,Great Raft Brewing Company,Shreveport,LA
961,Southern Drawl Pale Lager,American Pale Lager,12.0 oz,0.052,N/A,269,Great Raft Brewing Company,Shreveport,LA
962,Chickawawa Lemonale,Fruit / Vegetable Beer,12.0 oz,0.05,5,365,Great River Brewery,Davenport,IA
963,Barrel Aged Farmer,American Brown Ale,16.0 ounce,0.07%,22,365,Great River Brewery,Davenport,IA
964,Great River Golden Ale,American Blonde Ale,12.0 ounce,0.048,N/A,365,Great River Brewery,Davenport,IA
965,Dirty Blonde Chocolate Ale,American Blonde Ale,12.0 oz.,0.048,N/A,365,Great River Brewery,Davenport,IA
966,Dos Pistolas,Vienna Lager,12.0 oz.,0.05%,20,365,Great River Brewery,Davenport,IA
967,Owney Irish Style Red Ale,Irish Red Ale,16.0 ounce,0.05,30,365,Great River Brewery,Davenport,IA
968,Aaah Bock Lager,Vienna Lager,16.0 OZ.,0.06%,N/A,365,Great River Brewery,Davenport,IA
